#rname,startpos,endpos,numreads,covbases,coverage,meandepth,meanbaseq,meanmapq,sample,method,depth
MN908947.3,1,29903,5559,28530,95.4085,25.053,39.4,43.7,UT-UPHL-250307365532,seqkit,30
MN908947.3,1,29903,1848,25255,84.4564,8.3614,39.4,43.7,UT-UPHL-250307365532,seqkit,10
MN908947.3,1,29903,2257596,29882,99.9298,10067,39.4,43.7,UT-UPHL-250307370982,all,all
MN908947.3,1,29903,1741077,29624,99.067,7733.78,39.4,43.7,UT-UPHL-250307370982,bbnorm,10000
MN908947.3,1,29903,1184165,29608,99.0135,5243.76,39.4,43.6,UT-UPHL-250307370982,bbnorm,5000
MN908947.3,1,29903,338568,29585,98.9366,1481.29,39.4,43.5,UT-UPHL-250307370982,bbnorm,1000
MN908947.3,1,29903,183992,29432,98.4249,799.949,39.4,43.4,UT-UPHL-250307370982,bbnorm,500
MN908947.3,1,29903,147779,29401,98.3212,644.58,39.4,43.4,UT-UPHL-250307370982,bbnorm,400
MN908947.3,1,29903,112372,29497,98.6423,491.017,39.4,43.3,UT-UPHL-250307370982,bbnorm,300
MN908947.3,1,29903,76172,29311,98.0203,334.629,39.4,43.3,UT-UPHL-250307370982,bbnorm,200
MN908947.3,1,29903,40109,29490,98.6189,175.051,39.4,43.2,UT-UPHL-250307370982,bbnorm,100
MN908947.3,1,29903,20262,29239,97.7795,88.383,39.4,43.2,UT-UPHL-250307370982,bbnorm,50
MN908947.3,1,29903,12097,29408,98.3446,52.7441,39.4,43.2,UT-UPHL-250307370982,bbnorm,30
MN908947.3,1,29903,3821,29402,98.3246,16.6087,39.4,43.1,UT-UPHL-250307370982,bbnorm,10
MN908947.3,1,29903,1842487,29771,99.5586,8215.78,39.4,43.7,UT-UPHL-250307370982,seqkit,10000
MN908947.3,1,29903,920858,29737,99.4449,4103.13,39.4,43.7,UT-UPHL-250307370982,seqkit,5000
MN908947.3,1,29903,182056,29414,98.3647,816.991,39.4,43.7,UT-UPHL-250307370982,seqkit,1000
MN908947.3,1,29903,91370,29054,97.1608,408.929,39.4,43.7,UT-UPHL-250307370982,seqkit,500
MN908947.3,1,29903,54688,28577,95.5657,245.066,39.4,43.7,UT-UPHL-250307370982,seqkit,400
MN908947.3,1,29903,36521,28410,95.0072,163.643,39.4,43.7,UT-UPHL-250307370982,seqkit,300
MN908947.3,1,29903,27374,27990,93.6026,122.71,39.4,43.7,UT-UPHL-250307370982,seqkit,200
MN908947.3,1,29903,18249,27437,91.7533,81.7334,39.4,43.7,UT-UPHL-250307370982,seqkit,100
MN908947.3,1,29903,9097,25525,85.3593,40.8417,39.4,43.7,UT-UPHL-250307370982,seqkit,50
MN908947.3,1,29903,5455,24660,82.4666,24.4463,39.4,43.7,UT-UPHL-250307370982,seqkit,30
MN908947.3,1,29903,1826,20992,70.2003,8.20456,39.4,43.9,UT-UPHL-250307370982,seqkit,10
MN908947.3,1,29903,539520,29813,99.699,2547.46,39.4,43.7,UT-UPHL-250307390679,all,all
MN908947.3,1,29903,538967,29813,99.699,2545.14,39.4,43.8,UT-UPHL-250307390679,bbnorm,10000
MN908947.3,1,29903,531157,29813,99.699,2507.68,39.4,43.7,UT-UPHL-250307390679,bbnorm,5000
MN908947.3,1,29903,301750,29813,99.699,1420.97,39.4,43.7,UT-UPHL-250307390679,bbnorm,1000
MN908947.3,1,29903,167936,29813,99.699,789.757,39.4,43.6,UT-UPHL-250307390679,bbnorm,500
MN908947.3,1,29903,135925,29798,99.6489,638.222,39.4,43.6,UT-UPHL-250307390679,bbnorm,400
MN908947.3,1,29903,102836,29756,99.5084,483.197,39.5,43.6,UT-UPHL-250307390679,bbnorm,300
MN908947.3,1,29903,69029,29754,99.5017,323.946,39.5,43.6,UT-UPHL-250307390679,bbnorm,200
MN908947.3,1,29903,34531,29748,99.4817,161.936,39.5,43.6,UT-UPHL-250307390679,bbnorm,100
MN908947.3,1,29903,17230,29741,99.4582,80.9252,39.5,43.6,UT-UPHL-250307390679,bbnorm,50
MN908947.3,1,29903,10260,29730,99.4215,47.9452,39.5,43.6,UT-UPHL-250307390679,bbnorm,30
MN908947.3,1,29903,3378,29697,99.3111,15.8327,39.4,43.7,UT-UPHL-250307390679,bbnorm,10
MN908947.3,1,29903,539520,29813,99.699,2547.46,39.4,43.7,UT-UPHL-250307390679,seqkit,10000
MN908947.3,1,29903,539520,29813,99.699,2547.46,39.4,43.7,UT-UPHL-250307390679,seqkit,5000
MN908947.3,1,29903,186372,29750,99.4883,880.765,39.4,43.7,UT-UPHL-250307390679,seqkit,1000
MN908947.3,1,29903,93513,29750,99.4883,441.643,39.4,43.7,UT-UPHL-250307390679,seqkit,500
MN908947.3,1,29903,55850,29734,99.4348,263.918,39.4,43.7,UT-UPHL-250307390679,seqkit,400
MN908947.3,1,29903,37366,29724,99.4014,176.479,39.4,43.7,UT-UPHL-250307390679,seqkit,300
MN908947.3,1,29903,27858,29720,99.388,131.632,39.4,43.7,UT-UPHL-250307390679,seqkit,200
MN908947.3,1,29903,18662,29717,99.378,88.3301,39.4,43.7,UT-UPHL-250307390679,seqkit,100
MN908947.3,1,29903,9248,29704,99.3345,43.7672,39.4,43.8,UT-UPHL-250307390679,seqkit,50
MN908947.3,1,29903,5581,29669,99.2175,26.4575,39.4,43.8,UT-UPHL-250307390679,seqkit,30
MN908947.3,1,29903,1859,28518,95.3684,8.82992,39.4,43.7,UT-UPHL-250307390679,seqkit,10
MN908947.3,1,29903,2174400,29876,99.9097,9898.3,39.4,43.7,UT-UPHL-250307401691,all,all
MN908947.3,1,29903,1954466,29868,99.883,8892.4,39.4,43.6,UT-UPHL-250307401691,bbnorm,10000
MN908947.3,1,29903,1354951,29868,99.883,6141.03,39.4,43.6,UT-UPHL-250307401691,bbnorm,5000
MN908947.3,1,29903,354135,29860,99.8562,1586.98,39.4,43.5,UT-UPHL-250307401691,bbnorm,1000
MN908947.3,1,29903,186353,29821,99.7258,836.497,39.4,43.5,UT-UPHL-250307401691,bbnorm,500
MN908947.3,1,29903,150691,29835,99.7726,677.966,39.4,43.5,UT-UPHL-250307401691,bbnorm,400
MN908947.3,1,29903,114252,29827,99.7458,514.379,39.4,43.5,UT-UPHL-250307401691,bbnorm,300
MN908947.3,1,29903,77128,29830,99.7559,347.488,39.4,43.5,UT-UPHL-250307401691,bbnorm,200
MN908947.3,1,29903,38892,29821,99.7258,175.357,39.4,43.5,UT-UPHL-250307401691,bbnorm,100
MN908947.3,1,29903,19724,29801,99.6589,88.847,39.4,43.5,UT-UPHL-250307401691,bbnorm,50
MN908947.3,1,29903,11517,29810,99.689,51.924,39.4,43.5,UT-UPHL-250307401691,bbnorm,30
MN908947.3,1,29903,3802,29708,99.3479,16.9842,39.4,43.5,UT-UPHL-250307401691,bbnorm,10
MN908947.3,1,29903,1869342,29867,99.8796,8509.81,39.4,43.7,UT-UPHL-250307401691,seqkit,10000
MN908947.3,1,29903,934696,29863,99.8662,4256.15,39.4,43.7,UT-UPHL-250307401691,seqkit,5000
MN908947.3,1,29903,185517,29802,99.6622,848.377,39.4,43.7,UT-UPHL-250307401691,seqkit,1000
MN908947.3,1,29903,92519,29740,99.4549,423.689,39.4,43.7,UT-UPHL-250307401691,seqkit,500
MN908947.3,1,29903,55670,29668,99.2141,254.612,39.4,43.7,UT-UPHL-250307401691,seqkit,400
MN908947.3,1,29903,37175,29583,98.9299,169.987,39.4,43.7,UT-UPHL-250307401691,seqkit,300
MN908947.3,1,29903,27873,29419,98.3814,127.469,39.4,43.7,UT-UPHL-250307401691,seqkit,200
MN908947.3,1,29903,18548,29207,97.6725,84.8531,39.4,43.7,UT-UPHL-250307401691,seqkit,100
MN908947.3,1,29903,9250,28558,95.5021,42.3591,39.4,43.7,UT-UPHL-250307401691,seqkit,50
MN908947.3,1,29903,5588,27783,92.9104,25.5742,39.4,43.7,UT-UPHL-250307401691,seqkit,30
MN908947.3,1,29903,1879,25029,83.7006,8.61696,39.4,43.6,UT-UPHL-250307401691,seqkit,10
MN908947.3,1,29903,2561926,29878,99.9164,11670,39.4,43.6,UT-UPHL-250307411979,all,all
MN908947.3,1,29903,2294003,29878,99.9164,10443.6,39.4,43.6,UT-UPHL-250307411979,bbnorm,10000
MN908947.3,1,29903,1577084,29877,99.9131,7143.11,39.4,43.6,UT-UPHL-250307411979,bbnorm,5000
MN908947.3,1,29903,386634,29828,99.7492,1726.43,39.4,43.4,UT-UPHL-250307411979,bbnorm,1000
MN908947.3,1,29903,198606,29827,99.7458,886.89,39.4,43.4,UT-UPHL-250307411979,bbnorm,500
MN908947.3,1,29903,159389,29808,99.6823,710.615,39.4,43.4,UT-UPHL-250307411979,bbnorm,400
MN908947.3,1,29903,118387,29754,99.5017,530.543,39.4,43.4,UT-UPHL-250307411979,bbnorm,300
MN908947.3,1,29903,78780,29751,99.4917,352.83,39.4,43.4,UT-UPHL-250307411979,bbnorm,200
MN908947.3,1,29903,39434,29754,99.5017,176.575,39.4,43.4,UT-UPHL-250307411979,bbnorm,100
MN908947.3,1,29903,19555,29742,99.4616,87.7144,39.4,43.4,UT-UPHL-250307411979,bbnorm,50
MN908947.3,1,29903,11505,29720,99.388,51.6924,39.4,43.4,UT-UPHL-250307411979,bbnorm,30
MN908947.3,1,29903,3575,29725,99.4047,16.0561,39.3,43.4,UT-UPHL-250307411979,bbnorm,10
MN908947.3,1,29903,1867873,29871,99.893,8509.24,39.4,43.6,UT-UPHL-250307411979,seqkit,10000
MN908947.3,1,29903,935744,29871,99.893,4258.26,39.4,43.6,UT-UPHL-250307411979,seqkit,5000
MN908947.3,1,29903,185820,29811,99.6923,848.503,39.4,43.7,UT-UPHL-250307411979,seqkit,1000
MN908947.3,1,29903,92770,29780,99.5887,424.073,39.4,43.7,UT-UPHL-250307411979,seqkit,500
MN908947.3,1,29903,55852,29775,99.5719,254.925,39.4,43.6,UT-UPHL-250307411979,seqkit,400
MN908947.3,1,29903,37289,29720,99.388,170.166,39.4,43.7,UT-UPHL-250307411979,seqkit,300
MN908947.3,1,29903,27920,29720,99.388,127.506,39.4,43.7,UT-UPHL-250307411979,seqkit,200
MN908947.3,1,29903,18591,29645,99.1372,84.7822,39.4,43.7,UT-UPHL-250307411979,seqkit,100
MN908947.3,1,29903,9311,29481,98.5888,42.3346,39.4,43.6,UT-UPHL-250307411979,seqkit,50
MN908947.3,1,29903,5593,28747,96.1342,25.4034,39.4,43.6,UT-UPHL-250307411979,seqkit,30
MN908947.3,1,29903,1874,27018,90.3521,8.59215,39.4,43.6,UT-UPHL-250307411979,seqkit,10
MN908947.3,1,29903,317998,29850,99.8228,1525.62,39.4,43.7,UT-UPHL-250307414835,all,all
MN908947.3,1,29903,317838,29850,99.8228,1524.98,39.4,43.8,UT-UPHL-250307414835,bbnorm,10000
MN908947.3,1,29903,317838,29850,99.8228,1524.98,39.4,43.8,UT-UPHL-250307414835,bbnorm,5000
MN908947.3,1,29903,232553,29850,99.8228,1114.86,39.4,43.7,UT-UPHL-250307414835,bbnorm,1000
MN908947.3,1,29903,149760,29850,99.8228,718.592,39.4,43.7,UT-UPHL-250307414835,bbnorm,500
MN908947.3,1,29903,124392,29850,99.8228,596.337,39.4,43.7,UT-UPHL-250307414835,bbnorm,400
MN908947.3,1,29903,96392,29849,99.8194,462.2,39.4,43.7,UT-UPHL-250307414835,bbnorm,300
MN908947.3,1,29903,65208,29846,99.8094,312.654,39.4,43.7,UT-UPHL-250307414835,bbnorm,200
MN908947.3,1,29903,32379,29828,99.7492,155.203,39.4,43.7,UT-UPHL-250307414835,bbnorm,100
MN908947.3,1,29903,16030,29743,99.4649,76.8625,39.4,43.8,UT-UPHL-250307414835,bbnorm,50
MN908947.3,1,29903,9656,29730,99.4215,46.4073,39.4,43.8,UT-UPHL-250307414835,bbnorm,30
MN908947.3,1,29903,3243,29713,99.3646,15.6332,39.4,43.8,UT-UPHL-250307414835,bbnorm,10
MN908947.3,1,29903,317998,29850,99.8228,1525.62,39.4,43.7,UT-UPHL-250307414835,seqkit,10000
MN908947.3,1,29903,317998,29850,99.8228,1525.62,39.4,43.7,UT-UPHL-250307414835,seqkit,5000
MN908947.3,1,29903,189443,29840,99.7893,908.932,39.4,43.7,UT-UPHL-250307414835,seqkit,1000
MN908947.3,1,29903,94464,29779,99.5853,453.092,39.4,43.7,UT-UPHL-250307414835,seqkit,500
MN908947.3,1,29903,56834,29764,99.5352,272.664,39.3,43.7,UT-UPHL-250307414835,seqkit,400
MN908947.3,1,29903,37818,29763,99.5318,181.36,39.4,43.7,UT-UPHL-250307414835,seqkit,300
MN908947.3,1,29903,28444,29758,99.5151,136.473,39.4,43.7,UT-UPHL-250307414835,seqkit,200
MN908947.3,1,29903,18958,29754,99.5017,90.9019,39.3,43.8,UT-UPHL-250307414835,seqkit,100
MN908947.3,1,29903,9480,29709,99.3512,45.5166,39.4,43.7,UT-UPHL-250307414835,seqkit,50
MN908947.3,1,29903,5691,29575,98.9031,27.3121,39.3,43.7,UT-UPHL-250307414835,seqkit,30
MN908947.3,1,29903,1893,28615,95.6927,9.07618,39.4,43.7,UT-UPHL-250307414835,seqkit,10
MN908947.3,1,29903,1971107,29833,99.7659,8932.92,39.4,43.5,UT-UPHL-250307441687,all,all
MN908947.3,1,29903,1691735,29833,99.7659,7652.59,39.4,43.5,UT-UPHL-250307441687,bbnorm,10000
MN908947.3,1,29903,1155923,29833,99.7659,5217.21,39.4,43.5,UT-UPHL-250307441687,bbnorm,5000
MN908947.3,1,29903,341955,29833,99.7659,1524.18,39.4,43.5,UT-UPHL-250307441687,bbnorm,1000
MN908947.3,1,29903,185692,29831,99.7592,829.142,39.4,43.5,UT-UPHL-250307441687,bbnorm,500
MN908947.3,1,29903,150826,29828,99.7492,674.091,39.4,43.5,UT-UPHL-250307441687,bbnorm,400
MN908947.3,1,29903,114611,29818,99.7157,513.246,39.4,43.5,UT-UPHL-250307441687,bbnorm,300
MN908947.3,1,29903,77117,29795,99.6388,345.879,39.4,43.5,UT-UPHL-250307441687,bbnorm,200
MN908947.3,1,29903,39315,29791,99.6255,176.176,39.4,43.5,UT-UPHL-250307441687,bbnorm,100
MN908947.3,1,29903,19719,29743,99.4649,88.6591,39.4,43.5,UT-UPHL-250307441687,bbnorm,50
MN908947.3,1,29903,11698,29733,99.4315,52.607,39.4,43.4,UT-UPHL-250307441687,bbnorm,30
MN908947.3,1,29903,3735,29720,99.388,16.7458,39.4,43.4,UT-UPHL-250307441687,bbnorm,10
MN908947.3,1,29903,1874112,29832,99.7626,8493.49,39.4,43.5,UT-UPHL-250307441687,seqkit,10000
MN908947.3,1,29903,937095,29831,99.7592,4244.94,39.4,43.5,UT-UPHL-250307441687,seqkit,5000
MN908947.3,1,29903,186229,29802,99.6622,846.52,39.4,43.6,UT-UPHL-250307441687,seqkit,1000
MN908947.3,1,29903,92932,29720,99.388,423.187,39.4,43.6,UT-UPHL-250307441687,seqkit,500
MN908947.3,1,29903,55738,29546,98.8061,253.574,39.4,43.6,UT-UPHL-250307441687,seqkit,400
MN908947.3,1,29903,37168,29391,98.2878,169.177,39.4,43.6,UT-UPHL-250307441687,seqkit,300
MN908947.3,1,29903,27847,29247,97.8062,126.742,39.4,43.6,UT-UPHL-250307441687,seqkit,200
MN908947.3,1,29903,18595,28810,96.3448,84.5689,39.4,43.6,UT-UPHL-250307441687,seqkit,100
MN908947.3,1,29903,9296,28356,94.8266,42.3904,39.4,43.6,UT-UPHL-250307441687,seqkit,50
MN908947.3,1,29903,5586,26727,89.379,25.4825,39.4,43.5,UT-UPHL-250307441687,seqkit,30
MN908947.3,1,29903,1867,22905,76.5977,8.51256,39.4,43.4,UT-UPHL-250307441687,seqkit,10
MN908947.3,1,29903,931877,29693,99.2977,4154.03,39.4,43.6,UT-UPHL-250307446159,all,all
MN908947.3,1,29903,816003,29384,98.2644,3632.78,39.4,43.6,UT-UPHL-250307446159,bbnorm,10000
MN908947.3,1,29903,664122,29384,98.2644,2952.4,39.4,43.5,UT-UPHL-250307446159,bbnorm,5000
MN908947.3,1,29903,266833,29326,98.0704,1177.52,39.4,43.5,UT-UPHL-250307446159,bbnorm,1000
MN908947.3,1,29903,151700,29336,98.1039,670.56,39.4,43.5,UT-UPHL-250307446159,bbnorm,500
MN908947.3,1,29903,127279,29307,98.0069,561.979,39.5,43.5,UT-UPHL-250307446159,bbnorm,400
MN908947.3,1,29903,100128,29251,97.8196,442.197,39.4,43.5,UT-UPHL-250307446159,bbnorm,300
MN908947.3,1,29903,71678,29197,97.639,315.998,39.5,43.5,UT-UPHL-250307446159,bbnorm,200
MN908947.3,1,29903,38224,29164,97.5287,167.85,39.5,43.4,UT-UPHL-250307446159,bbnorm,100
MN908947.3,1,29903,19955,29153,97.4919,87.5894,39.5,43.3,UT-UPHL-250307446159,bbnorm,50
MN908947.3,1,29903,12077,29116,97.3682,53.1144,39.5,43.3,UT-UPHL-250307446159,bbnorm,30
MN908947.3,1,29903,4033,29111,97.3514,17.7972,39.4,43.2,UT-UPHL-250307446159,bbnorm,10
MN908947.3,1,29903,931877,29693,99.2977,4154.03,39.4,43.6,UT-UPHL-250307446159,seqkit,10000
MN908947.3,1,29903,920846,29693,99.2977,4104.68,39.4,43.6,UT-UPHL-250307446159,seqkit,5000
MN908947.3,1,29903,181875,29340,98.1172,816.473,39.4,43.7,UT-UPHL-250307446159,seqkit,1000
MN908947.3,1,29903,90855,29042,97.1207,407.258,39.4,43.7,UT-UPHL-250307446159,seqkit,500
MN908947.3,1,29903,54576,28601,95.6459,244.518,39.4,43.7,UT-UPHL-250307446159,seqkit,400
MN908947.3,1,29903,36453,27921,93.3719,163.336,39.4,43.6,UT-UPHL-250307446159,seqkit,300
MN908947.3,1,29903,27217,27329,91.3922,122.121,39.4,43.7,UT-UPHL-250307446159,seqkit,200
MN908947.3,1,29903,18145,26733,89.3991,81.2971,39.4,43.6,UT-UPHL-250307446159,seqkit,100
MN908947.3,1,29903,9043,25759,86.1419,40.377,39.4,43.6,UT-UPHL-250307446159,seqkit,50
MN908947.3,1,29903,5450,24232,81.0353,24.3036,39.4,43.7,UT-UPHL-250307446159,seqkit,30
MN908947.3,1,29903,1820,19814,66.2609,8.15002,39.4,43.8,UT-UPHL-250307446159,seqkit,10
MN908947.3,1,29903,282522,29011,97.017,1237.75,39.4,43.7,UT-UPHL-250307456796,all,all
MN908947.3,1,29903,281245,28446,95.1276,1234.88,39.4,43.8,UT-UPHL-250307456796,bbnorm,10000
MN908947.3,1,29903,266754,28446,95.1276,1169.32,39.4,43.7,UT-UPHL-250307456796,bbnorm,5000
MN908947.3,1,29903,154246,28446,95.1276,671.723,39.4,43.5,UT-UPHL-250307456796,bbnorm,1000
MN908947.3,1,29903,106805,28446,95.1276,463.148,39.4,43.4,UT-UPHL-250307456796,bbnorm,500
MN908947.3,1,29903,92776,28367,94.8634,401.832,39.4,43.4,UT-UPHL-250307456796,bbnorm,400
MN908947.3,1,29903,76132,28344,94.7865,329.238,39.4,43.4,UT-UPHL-250307456796,bbnorm,300
MN908947.3,1,29903,56735,28336,94.7597,244.069,39.4,43.3,UT-UPHL-250307456796,bbnorm,200
MN908947.3,1,29903,32930,28246,94.4587,140.601,39.5,43.2,UT-UPHL-250307456796,bbnorm,100
MN908947.3,1,29903,18361,28206,94.325,77.4397,39.5,43,UT-UPHL-250307456796,bbnorm,50
MN908947.3,1,29903,11722,28172,94.2113,48.8748,39.4,42.7,UT-UPHL-250307456796,bbnorm,30
MN908947.3,1,29903,4324,28098,93.9638,17.7513,39.4,42.4,UT-UPHL-250307456796,bbnorm,10
MN908947.3,1,29903,282523,29011,97.017,1237.75,39.4,43.7,UT-UPHL-250307456796,seqkit,10000
MN908947.3,1,29903,282522,29011,97.017,1237.75,39.4,43.7,UT-UPHL-250307456796,seqkit,5000
MN908947.3,1,29903,156940,28839,96.4418,688.63,39.4,43.7,UT-UPHL-250307456796,seqkit,1000
MN908947.3,1,29903,78067,28454,95.1543,343.927,39.4,43.7,UT-UPHL-250307456796,seqkit,500
MN908947.3,1,29903,47087,27497,91.954,206.99,39.4,43.7,UT-UPHL-250307456796,seqkit,400
MN908947.3,1,29903,31275,26743,89.4325,137.668,39.4,43.7,UT-UPHL-250307456796,seqkit,300
MN908947.3,1,29903,23646,26053,87.125,103.997,39.4,43.7,UT-UPHL-250307456796,seqkit,200
MN908947.3,1,29903,15659,25231,84.3761,68.9366,39.4,43.7,UT-UPHL-250307456796,seqkit,100
MN908947.3,1,29903,7718,23227,77.6745,34.1012,39.4,43.7,UT-UPHL-250307456796,seqkit,50
MN908947.3,1,29903,4630,21435,71.6818,20.5051,39.4,43.7,UT-UPHL-250307456796,seqkit,30
MN908947.3,1,29903,1528,16806,56.2017,6.78283,39.4,43.7,UT-UPHL-250307456796,seqkit,10
MN908947.3,1,29903,2487537,29877,99.9131,11275.4,39.4,43.7,UT-UPHL-250307501177,all,all
MN908947.3,1,29903,2273788,29877,99.9131,10302.3,39.4,43.7,UT-UPHL-250307501177,bbnorm,10000
MN908947.3,1,29903,1569882,29877,99.9131,7093.22,39.4,43.6,UT-UPHL-250307501177,bbnorm,5000
MN908947.3,1,29903,391384,29824,99.7358,1742.63,39.4,43.5,UT-UPHL-250307501177,bbnorm,1000
MN908947.3,1,29903,200267,29794,99.6355,891.377,39.4,43.5,UT-UPHL-250307501177,bbnorm,500
MN908947.3,1,29903,160514,29804,99.6689,714.378,39.4,43.5,UT-UPHL-250307501177,bbnorm,400
MN908947.3,1,29903,120447,29820,99.7224,537.483,39.4,43.5,UT-UPHL-250307501177,bbnorm,300
MN908947.3,1,29903,79839,29790,99.6221,357.278,39.4,43.5,UT-UPHL-250307501177,bbnorm,200
MN908947.3,1,29903,40177,29800,99.6556,179.356,39.4,43.5,UT-UPHL-250307501177,bbnorm,100
MN908947.3,1,29903,19997,29783,99.5987,89.3582,39.4,43.5,UT-UPHL-250307501177,bbnorm,50
MN908947.3,1,29903,11730,29800,99.6556,52.503,39.4,43.4,UT-UPHL-250307501177,bbnorm,30
MN908947.3,1,29903,3699,29715,99.3713,16.4757,39.3,43.5,UT-UPHL-250307501177,bbnorm,10
MN908947.3,1,29903,1873756,29875,99.9064,8492.63,39.4,43.7,UT-UPHL-250307501177,seqkit,10000
MN908947.3,1,29903,934083,29874,99.903,4238.58,39.4,43.7,UT-UPHL-250307501177,seqkit,5000
MN908947.3,1,29903,186197,29783,99.5987,846.372,39.4,43.7,UT-UPHL-250307501177,seqkit,1000
MN908947.3,1,29903,92880,29756,99.5084,422.889,39.4,43.7,UT-UPHL-250307501177,seqkit,500
MN908947.3,1,29903,55939,29750,99.4883,254.524,39.4,43.7,UT-UPHL-250307501177,seqkit,400
MN908947.3,1,29903,37325,29747,99.4783,169.601,39.4,43.7,UT-UPHL-250307501177,seqkit,300
MN908947.3,1,29903,28010,29733,99.4315,127.133,39.4,43.7,UT-UPHL-250307501177,seqkit,200
MN908947.3,1,29903,18615,29633,99.0971,84.6884,39.4,43.7,UT-UPHL-250307501177,seqkit,100
MN908947.3,1,29903,9310,29381,98.2544,42.4456,39.4,43.8,UT-UPHL-250307501177,seqkit,50
MN908947.3,1,29903,5576,28879,96.5756,25.4571,39.4,43.7,UT-UPHL-250307501177,seqkit,30
MN908947.3,1,29903,1854,27320,91.3621,8.48584,39.4,43.8,UT-UPHL-250307501177,seqkit,10
MN908947.3,1,29903,294146,29828,99.7492,1400.82,39.4,43.8,UT-UPHL-250307504809,all,all
MN908947.3,1,29903,294031,29828,99.7492,1400.39,39.4,43.8,UT-UPHL-250307504809,bbnorm,10000
MN908947.3,1,29903,294031,29828,99.7492,1400.39,39.4,43.8,UT-UPHL-250307504809,bbnorm,5000
MN908947.3,1,29903,225799,29828,99.7492,1074.87,39.4,43.8,UT-UPHL-250307504809,bbnorm,1000
MN908947.3,1,29903,146080,29828,99.7492,695.586,39.4,43.8,UT-UPHL-250307504809,bbnorm,500
MN908947.3,1,29903,121896,29828,99.7492,580.246,39.4,43.8,UT-UPHL-250307504809,bbnorm,400
MN908947.3,1,29903,95182,29828,99.7492,452.952,39.4,43.8,UT-UPHL-250307504809,bbnorm,300
MN908947.3,1,29903,66634,29826,99.7425,316.727,39.5,43.7,UT-UPHL-250307504809,bbnorm,200
MN908947.3,1,29903,33321,29827,99.7458,158.446,39.5,43.7,UT-UPHL-250307504809,bbnorm,100
MN908947.3,1,29903,16536,29806,99.6756,78.7604,39.5,43.7,UT-UPHL-250307504809,bbnorm,50
MN908947.3,1,29903,9874,29731,99.4248,46.9981,39.5,43.6,UT-UPHL-250307504809,bbnorm,30
MN908947.3,1,29903,3271,29707,99.3445,15.6055,39.5,43.6,UT-UPHL-250307504809,bbnorm,10
MN908947.3,1,29903,294146,29828,99.7492,1400.82,39.4,43.8,UT-UPHL-250307504809,seqkit,10000
MN908947.3,1,29903,294146,29828,99.7492,1400.82,39.4,43.8,UT-UPHL-250307504809,seqkit,5000
MN908947.3,1,29903,188016,29793,99.6321,894.996,39.4,43.8,UT-UPHL-250307504809,seqkit,1000
MN908947.3,1,29903,93876,29791,99.6255,446.941,39.4,43.8,UT-UPHL-250307504809,seqkit,500
MN908947.3,1,29903,56414,29762,99.5285,268.634,39.4,43.8,UT-UPHL-250307504809,seqkit,400
MN908947.3,1,29903,37328,29758,99.5151,177.857,39.4,43.8,UT-UPHL-250307504809,seqkit,300
MN908947.3,1,29903,28154,29751,99.4917,133.975,39.4,43.8,UT-UPHL-250307504809,seqkit,200
MN908947.3,1,29903,18808,29713,99.3646,89.5437,39.4,43.8,UT-UPHL-250307504809,seqkit,100
MN908947.3,1,29903,9385,29682,99.2609,44.6779,39.4,43.8,UT-UPHL-250307504809,seqkit,50
MN908947.3,1,29903,5658,29539,98.7827,26.9549,39.4,43.8,UT-UPHL-250307504809,seqkit,30
MN908947.3,1,29903,1880,27746,92.7867,8.94639,39.4,43.8,UT-UPHL-250307504809,seqkit,10
MN908947.3,1,29903,2748865,29873,99.8997,12461.3,39.4,43.7,UT-UPHL-250307650876,all,all
MN908947.3,1,29903,2353083,29873,99.8997,10653.7,39.4,43.7,UT-UPHL-250307650876,bbnorm,10000
MN908947.3,1,29903,1563399,29873,99.8997,7050.22,39.4,43.6,UT-UPHL-250307650876,bbnorm,5000
MN908947.3,1,29903,387262,29835,99.7726,1712.93,39.4,43.4,UT-UPHL-250307650876,bbnorm,1000
MN908947.3,1,29903,201770,29835,99.7726,892.003,39.4,43.4,UT-UPHL-250307650876,bbnorm,500
MN908947.3,1,29903,162590,29834,99.7693,718.507,39.4,43.4,UT-UPHL-250307650876,bbnorm,400
MN908947.3,1,29903,121936,29844,99.8027,540.147,39.4,43.4,UT-UPHL-250307650876,bbnorm,300
MN908947.3,1,29903,80405,29834,99.7693,357.477,39.4,43.5,UT-UPHL-250307650876,bbnorm,200
MN908947.3,1,29903,40812,29826,99.7425,181.215,39.4,43.4,UT-UPHL-250307650876,bbnorm,100
MN908947.3,1,29903,20283,29796,99.6422,89.8544,39.4,43.4,UT-UPHL-250307650876,bbnorm,50
MN908947.3,1,29903,11863,29792,99.6288,52.6338,39.4,43.4,UT-UPHL-250307650876,bbnorm,30
MN908947.3,1,29903,3668,29706,99.3412,16.1933,39.3,43.3,UT-UPHL-250307650876,bbnorm,10
MN908947.3,1,29903,1834018,29873,99.8997,8306.71,39.4,43.7,UT-UPHL-250307650876,seqkit,10000
MN908947.3,1,29903,920296,29854,99.8361,4156.52,39.4,43.7,UT-UPHL-250307650876,seqkit,5000
MN908947.3,1,29903,182318,29843,99.7994,827.408,39.4,43.7,UT-UPHL-250307650876,seqkit,1000
MN908947.3,1,29903,91216,29817,99.7124,413.583,39.4,43.7,UT-UPHL-250307650876,seqkit,500
